region,week,week_of_year,rainfall_anomaly,monsoon_phase,festival_intensity,sev_dengue,sev_malaria,sev_flu,sev_diarrhoeal,sev_respiratory,sev_typhoid,sev_chikungunya,sev_leptospirosis,date
South,75,24,0.656,monsoon,0.3,0.059,0.71,0.0,0.682,0.0,0.006,0.04,0.003,2024-06-10
South,76,25,0.645,monsoon,0.3,0.0,0.798,0.015,0.72,0.007,0.012,0.103,0.022,2024-06-17
South,77,26,0.792,monsoon,0.0,0.017,0.852,0.0,0.732,0.028,0.0,0.147,0.0,2024-06-24
South,78,27,0.798,monsoon,0.0,0.055,0.875,0.028,0.68,0.06,0.0,0.13,0.0,2024-07-01
South,79,28,0.724,monsoon,0.0,0.106,0.891,0.002,0.616,0.003,0.0,0.201,0.061,2024-07-08
South,80,29,0.74,monsoon,0.0,0.138,0.905,0.0,0.551,0.0,0.005,0.281,0.047,2024-07-15
South,81,30,0.736,monsoon,0.0,0.199,0.851,0.015,0.542,0.003,0.0,0.329,0.004,2024-07-22
South,82,31,0.678,monsoon,0.0,0.292,0.774,0.016,0.478,0.018,0.011,0.426,0.0,2024-07-29
South,83,32,0.737,monsoon,0.0,0.284,0.759,0.003,0.418,0.0,0.0,0.48,0.0,2024-08-05
South,84,33,0.607,monsoon,0.0,0.402,0.613,0.0,0.341,0.035,0.0,0.569,0.001,2024-08-12
South,85,34,0.602,monsoon,0.3,0.419,0.543,0.0,0.292,0.046,0.027,0.668,0.071,2024-08-19
South,86,35,0.434,monsoon,0.3,0.588,0.468,0.0,0.267,0.016,0.0,0.694,0.0,2024-08-26
South,87,36,0.451,monsoon,0.5,0.653,0.374,0.003,0.268,0.102,0.002,0.695,0.0,2024-09-02
South,88,37,0.429,monsoon,0.5,0.736,0.269,0.0,0.173,0.113,0.0,0.706,0.035,2024-09-09
South,89,38,0.341,post-monsoon,0.5,0.797,0.208,0.0,0.146,0.165,0.0,0.648,0.0,2024-09-16
South,90,39,0.298,post-monsoon,0.0,0.769,0.192,0.0,0.088,0.228,0.0,0.619,0.009,2024-09-23
South,91,40,0.308,post-monsoon,0.0,0.811,0.129,0.0,0.113,0.298,0.01,0.501,0.044,2024-09-30
South,92,41,0.182,post-monsoon,0.4,1.157,0.091,0.0,0.076,0.349,0.015,0.4,0.0,2024-10-07
South,93,42,0.207,post-monsoon,0.4,0.7,0.049,0.0,0.044,0.456,0.0,0.36,0.003,2024-10-14
South,94,43,0.061,post-monsoon,0.6,0.678,0.04,0.013,0.039,0.453,0.0,0.269,0.0,2024-10-21
South,95,44,0.168,post-monsoon,0.6,0.592,0.041,0.038,0.038,0.573,0.033,0.174,0.056,2024-10-28
South,96,45,0.04,post-monsoon,0.6,0.555,0.0,0.285,0.015,0.612,0.0,0.093,0.0,2024-11-04
South,97,46,0.048,post-monsoon,0.0,0.473,0.009,0.0,0.241,0.659,0.0,0.071,0.0,2024-11-11
South,98,47,0.097,winter,0.0,0.382,0.0,0.004,0.025,0.724,0.0,0.093,0.024,2024-11-18
South,99,48,-0.025,winter,0.0,0.345,0.024,0.0,0.0,0.747,0.013,0.04,0.0,2024-11-25
South,100,49,0.036,winter,0.0,0.237,0.004,0.034,0.037,0.696,0.0,0.07,0.008,2024-12-02
South,101,50,0.012,winter,0.0,0.147,0.0,0.0,0.0,0.692,0.003,0.0,0.002,2024-12-09
South,102,51,0.031,winter,0.5,0.204,0.041,0.042,0.01,0.621,0.009,0.0,0.0,2024-12-16
South,103,52,0.001,winter,0.5,0.084,0.0,0.0,0.022,0.57,0.006,0.022,0.005,2024-12-23
South,104,1,0.039,winter,0.6,0.043,0.0,0.032,0.0,0.459,0.023,0.417,0.0,2024-12-30
South,105,2,-0.019,winter,0.6,0.06,0.005,0.01,0.007,0.43,0.016,0.015,0.0,2025-01-06
South,106,3,-0.076,winter,0.6,0.0,0.014,0.0,0.046,0.376,0.0,0.005,0.0,2025-01-13
South,107,4,0.043,winter,0.0,0.033,0.0,0.018,0.024,0.265,0.0,0.002,0.017,2025-01-20
South,108,5,-0.111,winter,0.0,0.017,0.021,0.005,0.037,0.21,0.0,0.0,0.036,2025-01-27
South,109,6,0.001,winter,0.0,0.0,0.003,0.005,0.029,0.204,0.0,0.021,0.014,2025-02-03
South,110,7,-0.042,winter,0.0,0.0,0.04,0.012,0.09,0.098,0.004,0.0,0.0,2025-02-10
South,111,8,-0.004,winter,0.0,0.0,0.0,0.0,0.086,0.102,0.014,0.0,0.018,2025-02-17
South,112,9,0.06,winter,0.0,0.032,0.025,0.0,0.117,0.054,0.0,0.008,0.0,2025-02-24
South,113,10,0.084,winter,0.0,0.0,0.063,0.012,0.137,0.035,0.0,0.219,0.023,2025-03-03
South,114,11,0.068,winter,0.3,0.0,0.0,0.004,0.2,0.0,0.02,0.014,0.018,2025-03-10
South,115,12,-0.073,winter,0.3,0.0,0.019,0.0,0.234,0.046,0.008,0.002,0.011,2025-03-17
South,116,13,0.017,winter,0.4,0.013,0.05,0.0,0.314,0.0,0.0,0.0,0.013,2025-03-24
South,117,14,0.218,winter,0.4,0.028,0.062,0.0,0.342,0.009,0.0,0.002,0.0,2025-03-31
South,118,15,0.118,pre-monsoon,0.4,0.007,0.08,0.039,0.386,0.0,0.03,0.012,0.0,2025-04-07
South,119,16,0.282,pre-monsoon,0.0,0.034,0.143,0.0,0.371,0.027,0.0,0.073,0.0,2025-04-14
South,120,17,0.211,pre-monsoon,0.0,0.0,0.175,0.0,0.48,0.0,0.0,0.0,0.0,2025-04-21
South,121,18,0.232,pre-monsoon,0.0,0.016,0.273,0.043,0.542,0.022,0.015,0.0,0.01,2025-04-28
South,122,19,0.24,pre-monsoon,0.0,0.0,0.282,0.0,0.57,0.0,0.002,0.005,0.0,2025-05-05
South,123,20,0.308,pre-monsoon,0.0,0.017,0.387,0.0,0.655,0.0,0.0,0.0,0.0,2025-05-12
South,124,21,0.373,pre-monsoon,0.0,0.07,0.467,0.0,0.611,0.0,0.034,0.018,0.032,2025-05-19
South,125,22,0.344,pre-monsoon,0.0,0.004,0.525,0.0,0.646,0.003,0.0,0.005,0.018,2025-05-26
South,126,23,0.513,monsoon,0.3,0.0,0.688,0.065,0.663,0.0,0.0,0.001,0.025,2025-06-02
South,127,24,0.547,monsoon,0.3,0.0,0.738,0.322,0.7,0.0,0.0,0.066,0.049,2025-06-09
South,128,25,0.586,monsoon,0.3,0.026,0.826,0.0,0.672,0.003,0.0,0.08,0.0,2025-06-16
South,129,26,0.619,monsoon,0.0,0.088,0.869,0.405,0.678,0.009,0.054,0.047,0.0,2025-06-23
South,130,27,0.861,monsoon,0.0,0.064,0.873,0.017,0.675,0.064,0.0,0.175,0.004,2025-06-30
South,131,28,0.704,monsoon,0.0,0.089,0.898,0.008,0.581,0.078,0.034,0.195,0.0,2025-07-07
South,132,29,0.709,monsoon,0.0,0.17,0.88,0.0,0.586,0.011,0.0,0.224,0.02,2025-07-14
South,133,30,0.646,monsoon,0.0,0.219,0.845,0.014,0.545,0.025,0.0,0.341,0.0,2025-07-21
South,134,31,0.638,monsoon,0.0,0.264,0.819,0.004,0.486,0.005,0.003,0.435,0.018,2025-07-28
South,135,32,0.653,monsoon,0.0,0.328,0.694,0.0,0.408,0.03,0.0,0.556,0.007,2025-08-04
South,136,33,0.557,monsoon,0.0,0.384,0.677,0.0,0.347,0.042,0.0,0.62,0.003,2025-08-11
South,137,34,0.562,monsoon,0.3,0.485,0.543,0.0,0.316,0.035,0.0,0.65,0.018,2025-08-18
South,138,35,0.47,monsoon,0.3,0.54,0.473,0.015,0.262,0.063,0.0,0.661,0.0,2025-08-25
South,139,36,0.422,monsoon,0.5,0.6,0.385,0.0,0.197,0.091,0.015,0.661,0.0,2025-09-01
South,140,37,0.384,monsoon,0.5,0.923,0.3,0.012,0.176,0.144,0.0,0.682,0.017,2025-09-08
South,141,38,0.281,post-monsoon,0.5,0.764,0.23,0.021,0.162,0.172,0.0,0.608,0.009,2025-09-15
South,142,39,0.246,post-monsoon,0.0,0.762,0.164,0.0,0.116,0.193,0.004,0.573,0.038,2025-09-22
South,143,40,0.228,post-monsoon,0.0,0.816,0.107,0.0,0.115,0.696,0.025,0.512,0.0,2025-09-29
South,144,41,0.186,post-monsoon,0.4,0.756,0.055,0.001,0.075,0.334,0.0,0.422,0.054,2025-10-06
South,145,42,0.052,post-monsoon,0.4,0.785,0.025,0.0,0.079,0.484,0.0,0.397,0.032,2025-10-13
South,146,43,0.046,post-monsoon,0.6,0.685,0.077,0.0,0.0,0.467,0.0,0.268,0.0,2025-10-20
South,147,44,0.101,post-monsoon,0.6,0.658,0.014,0.0,0.029,0.583,0.007,0.227,0.035,2025-10-27
South,148,45,-0.018,post-monsoon,0.6,0.6,0.073,0.009,0.029,0.58,0.034,0.119,0.0,2025-11-03
South,149,46,0.081,post-monsoon,0.0,0.536,0.019,0.013,0.0,0.661,0.0,0.095,0.041,2025-11-10
South,150,47,0.04,winter,0.0,0.36,0.0,0.035,0.025,0.716,0.0,0.075,0.0,2025-11-17
South,151,48,-0.002,winter,0.0,0.333,0.013,0.0,0.009,0.717,0.027,0.003,0.003,2025-11-24
South,152,49,0.047,winter,0.0,0.304,0.0,0.027,0.062,0.733,0.04,0.024,0.017,2025-12-01
South,153,50,0.085,winter,0.0,0.202,0.0,0.0,0.006,0.656,0.0,0.039,0.0,2025-12-08
South,154,51,-0.052,winter,0.5,0.124,0.01,0.0,0.0,0.651,0.0,0.024,0.023,2025-12-15
South,155,52,-0.086,winter,0.5,0.108,0.0,0.0,0.022,0.522,0.0,0.001,0.031,2025-12-22
South-East,0,1,0.12,winter,1.0,0.271,0.0,0.005,0.045,0.48,0.0,0.09,0.1,2023-01-02
South-East,1,2,0.078,winter,1.0,0.178,0.0,0.005,0.048,0.514,0.007,0.073,0.059,2023-01-09
South-East,2,3,-0.079,winter,1.0,0.168,0.029,0.0,0.066,0.462,0.012,0.0,0.018,2023-01-16
South-East,3,4,0.078,winter,0.0,0.094,0.0,0.0,0.013,0.469,0.007,0.017,0.015,2023-01-23
South-East,4,5,0.152,winter,0.0,0.079,0.0,0.02,0.027,0.429,0.491,0.016,0.0,2023-01-30
South-East,5,6,-0.074,winter,0.0,0.059,0.047,0.349,0.067,0.345,0.019,0.009,0.0,2023-02-06
South-East,6,7,0.05,winter,0.0,0.054,0.0,0.194,0.101,0.295,0.048,0.028,0.0,2023-02-13
South-East,7,8,0.04,winter,0.0,0.017,0.002,0.023,0.173,0.214,0.016,0.0,0.011,2023-02-20
South-East,8,9,-0.089,summer,0.0,0.016,0.001,0.0,0.142,0.145,0.0,0.0,0.0,2023-02-27
South-East,9,10,0.134,summer,0.0,0.014,0.0,0.019,0.531,0.176,0.014,0.0,0.027,2023-03-06
South-East,10,11,-0.038,summer,0.3,0.011,0.014,0.029,0.218,0.122,0.0,0.0,0.001,2023-03-13
South-East,11,12,-0.061,summer,0.3,0.009,0.0,0.0,0.233,0.062,0.0,0.009,0.021,2023-03-20
South-East,12,13,0.065,summer,0.4,0.0,0.011,0.0,0.379,0.044,0.031,0.02,0.0,2023-03-27
South-East,13,14,-0.005,summer,0.4,0.017,0.034,0.022,0.32,0.033,0.014,0.01,0.029,2023-04-03
South-East,14,15,0.158,summer,0.4,0.006,0.042,0.054,0.438,0.0,0.0,0.002,0.037,2023-04-10
South-East,15,16,0.106,summer,0.0,0.006,0.072,0.003,0.416,0.0,0.009,0.0,0.0,2023-04-17
South-East,16,17,0.015,summer,0.0,0.0,0.087,0.032,0.471,0.014,0.009,0.014,0.0,2023-04-24
South-East,17,18,-0.024,summer,0.0,0.0,0.123,0.026,0.534,0.216,0.0,0.0,0.0,2023-05-01
South-East,18,19,0.141,summer,0.0,0.0,0.097,0.039,0.592,0.042,0.0,0.043,0.0,2023-05-08
South-East,19,20,0.202,summer,0.0,0.0,0.182,0.019,0.571,0.0,0.004,0.0,0.007,2023-05-15
South-East,20,21,0.223,dry,0.0,0.0,0.237,0.055,0.571,0.0,0.022,0.0,0.005,2023-05-22
South-East,21,22,0.287,SW-brief,0.0,0.0,0.298,0.004,0.604,0.0,0.0,0.0,0.0,2023-05-29
South-East,22,23,0.236,SW-brief,0.3,0.036,0.34,0.0,0.597,0.028,0.0,0.001,0.05,2023-06-05
South-East,23,24,0.284,SW-brief,0.3,0.0,0.4,0.0,0.595,0.0,0.023,0.04,0.0,2023-06-12
South-East,24,25,0.143,SW-brief,0.3,0.0,0.412,0.0,0.589,0.011,0.023,0.001,0.0,2023-06-19
South-East,25,26,0.264,SW-brief,0.0,0.0,0.4,0.0,0.546,0.0,0.0,0.0,0.0,2023-06-26
South-East,26,27,0.18,dry,0.0,0.044,0.401,0.0,0.517,0.0,0.0,0.0,0.0,2023-07-03
South-East,27,28,0.251,dry,0.0,0.028,0.379,0.0,0.427,0.013,0.008,0.05,0.0,2023-07-10
South-East,28,29,0.148,dry,0.0,0.07,0.292,0.0,0.415,0.024,0.0,0.0,0.046,2023-07-17
South-East,29,30,0.002,dry,0.0,0.058,0.266,0.0,0.339,0.053,0.009,0.059,0.0,2023-07-24
South-East,30,31,0.097,dry,0.0,0.067,0.253,0.017,0.305,0.032,0.0,0.1,0.027,2023-07-31
South-East,31,32,0.066,dry,0.0,0.084,0.226,0.005,0.252,0.044,0.017,0.078,0.0,2023-08-07
South-East,32,33,0.138,dry,0.0,0.145,0.15,0.007,0.444,0.0,0.005,0.134,0.019,2023-08-14
South-East,33,34,0.059,dry,0.2,0.244,0.124,0.026,0.22,0.048,0.0,0.114,0.0,2023-08-21
South-East,34,35,0.215,dry,0.2,0.272,0.061,0.0,0.167,0.0,0.008,0.243,0.051,2023-08-28
South-East,35,36,0.202,dry,0.3,0.448,0.0,0.013,0.147,0.0,0.0,0.28,0.036,2023-09-04
South-East,36,37,0.184,dry,0.3,0.433,0.043,0.0,0.152,0.039,0.052,0.342,0.016,2023-09-11
South-East,37,38,0.259,dry,0.3,0.541,0.02,0.0,0.041,0.0,0.005,0.403,0.091,2023-09-18
South-East,38,39,0.389,dry,0.0,0.622,0.0,0.009,0.073,0.018,0.015,0.509,0.105,2023-09-25
South-East,39,40,0.478,dry,0.0,0.692,0.0,0.0,0.052,0.023,0.0,0.559,0.198,2023-10-02
South-East,40,41,0.592,dry,0.4,0.787,0.01,0.009,0.058,0.009,0.016,0.62,0.227,2023-10-09
South-East,41,42,0.575,NE-monsoon,0.4,0.859,0.034,0.0,0.031,0.383,0.014,0.601,0.28,2023-10-16
South-East,42,43,0.61,NE-monsoon,0.6,0.927,0.0,0.035,0.054,0.057,0.0,0.559,0.396,2023-10-23
South-East,43,44,0.746,NE-monsoon,0.6,0.897,0.023,0.036,0.023,0.087,0.0,0.551,0.405,2023-10-30
South-East,44,45,0.709,NE-monsoon,0.6,0.917,0.012,0.016,0.004,0.087,0.02,0.547,0.495,2023-11-06
South-East,45,46,0.668,NE-monsoon,0.0,0.837,0.0,0.04,0.0,0.09,0.032,0.391,0.532,2023-11-13
South-East,46,47,0.662,NE-monsoon,0.0,0.853,0.0,0.0,0.02,0.178,0.012,0.37,0.482,2023-11-20
South-East,47,48,0.591,NE-monsoon,0.0,0.747,0.005,0.006,0.022,0.233,0.0,0.301,0.465,2023-11-27
South-East,48,49,0.558,NE-monsoon,0.0,0.624,0.009,0.008,0.029,0.365,0.0,0.245,0.34,2023-12-04
South-East,49,50,0.362,NE-monsoon,0.0,0.502,0.013,0.0,0.0,0.343,0.009,0.149,0.312,2023-12-11
South-East,50,51,0.345,dry,0.6,0.43,0.012,0.041,0.007,0.419,0.032,0.119,0.237,2023-12-18
South-East,51,52,0.241,dry,0.6,0.313,0.008,0.009,0.005,0.426,0.0,0.075,0.138,2023-12-25
South-East,52,1,0.032,winter,1.0,0.293,0.003,0.03,0.055,0.479,0.012,0.01,0.094,2024-01-01
South-East,53,2,-0.089,winter,1.0,0.234,0.006,0.0,0.036,0.487,0.015,0.019,0.078,2024-01-08
South-East,54,3,-0.033,winter,1.0,0.153,0.0,0.008,0.047,0.473,0.015,0.006,0.026,2024-01-15
South-East,55,4,0.092,winter,0.0,0.122,0.018,0.0,0.057,0.458,0.0,0.0,0.0,2024-01-22
South-East,56,5,0.017,winter,0.0,0.065,0.0,0.0,0.084,0.412,0.012,0.003,0.034,2024-01-29
South-East,57,6,-0.02,winter,0.0,0.033,0.012,0.013,0.082,0.36,0.013,0.0,0.014,2024-02-05
South-East,58,7,-0.04,winter,0.0,0.06,0.0,0.0,0.128,0.32,0.001,0.017,0.0,2024-02-12
South-East,59,8,-0.041,winter,0.0,0.008,0.018,0.0,0.125,0.216,0.013,0.0,0.0,2024-02-19
South-East,60,9,0.015,summer,0.0,0.0,0.0,0.0,0.15,0.215,0.0,0.02,0.0,2024-02-26
South-East,61,10,0.033,summer,0.0,0.002,0.0,0.038,0.186,0.15,0.011,0.0,0.037,2024-03-04
South-East,62,11,-0.047,summer,0.3,0.012,0.039,0.041,0.23,0.091,0.027,0.0,0.015,2024-03-11
South-East,63,12,0.027,summer,0.3,0.0,0.0,0.013,0.282,0.048,0.016,0.0,0.0,2024-03-18
South-East,64,13,0.13,summer,0.4,0.0,0.02,0.01,0.322,0.031,0.0,0.0,0.02,2024-03-25
South-East,65,14,-0.094,summer,0.4,0.0,0.045,0.0,0.333,0.023,0.04,0.033,0.067,2024-04-01
South-East,66,15,0.001,summer,0.4,0.022,0.056,0.0,0.41,0.052,0.0,0.0,0.007,2024-04-08
South-East,67,16,0.108,summer,0.0,0.037,0.042,0.01,0.491,0.018,0.0,0.0,0.0,2024-04-15
South-East,68,17,0.001,summer,0.0,0.01,0.098,0.028,0.505,0.0,0.0,0.0,0.0,2024-04-22
South-East,69,18,0.224,summer,0.0,0.0,0.166,0.0,0.483,0.0,0.007,0.0,0.0,2024-04-29
South-East,70,19,0.054,summer,0.0,0.0,0.12,0.015,0.536,0.0,0.037,0.0,0.0,2024-05-06
South-East,71,20,0.173,summer,0.0,0.018,0.193,0.03,0.585,0.029,0.0,0.0,0.017,2024-05-13
South-East,72,21,0.237,dry,0.0,0.0,0.534,0.0,0.603,0.0,0.0,0.0,0.003,2024-05-20
South-East,73,22,0.273,SW-brief,0.0,0.0,0.239,0.012,0.579,0.035,0.003,0.004,0.0,2024-05-27
South-East,74,23,0.399,SW-brief,0.3,0.152,0.315,0.0,0.569,0.0,0.004,0.014,0.0,2024-06-03
South-East,75,24,0.321,SW-brief,0.3,0.026,0.361,0.028,0.567,0.0,0.0,0.015,0.039,2024-06-10
South-East,76,25,0.203,SW-brief,0.3,0.014,0.432,0.0,0.52,0.0,0.007,0.0,0.012,2024-06-17
South-East,77,26,0.242,SW-brief,0.0,0.0,0.725,0.0,0.549,0.0,0.054,0.0,0.406,2024-06-24
South-East,78,27,0.297,dry,0.0,0.037,0.414,0.033,0.524,0.021,0.048,0.021,0.013,2024-07-01
South-East,79,28,0.171,dry,0.0,0.0,0.374,0.049,0.461,0.005,0.002,0.059,0.0,2024-07-08
South-East,80,29,0.097,dry,0.0,0.0,0.332,0.016,0.387,0.035,0.011,0.047,0.008,2024-07-15
South-East,81,30,0.07,dry,0.0,0.049,0.307,0.025,0.342,0.0,0.369,0.037,0.006,2024-07-22
South-East,82,31,0.031,dry,0.0,0.046,0.221,0.017,0.317,0.0,0.025,0.04,0.026,2024-07-29
South-East,83,32,-0.001,dry,0.0,0.137,0.158,0.0,0.27,0.0,0.018,0.106,0.054,2024-08-05
South-East,84,33,-0.051,dry,0.0,0.211,0.159,0.014,0.209,0.017,0.044,0.088,0.0,2024-08-12
South-East,85,34,0.096,dry,0.2,0.214,0.117,0.0,0.176,0.0,0.0,0.202,0.002,2024-08-19
South-East,86,35,0.075,dry,0.2,0.341,0.036,0.03,0.138,0.0,0.0,0.235,0.0,2024-08-26
South-East,87,36,0.081,dry,0.3,0.397,0.066,0.008,0.125,0.036,0.0,0.339,0.002,2024-09-02
South-East,88,37,0.273,dry,0.3,0.482,0.004,0.025,0.097,0.019,0.0,0.368,0.04,2024-09-09
South-East,89,38,0.158,dry,0.3,0.546,0.0,0.014,0.103,0.008,0.0,0.471,0.105,2024-09-16
South-East,90,39,0.363,dry,0.0,0.696,0.056,0.055,0.057,0.014,0.01,0.546,0.165,2024-09-23
South-East,91,40,0.363,dry,0.0,0.676,0.0,0.0,0.016,0.013,0.007,0.517,0.18,2024-09-30
South-East,92,41,0.529,dry,0.4,0.818,0.0,0.0,0.022,0.007,0.006,0.601,0.188,2024-10-07
South-East,93,42,0.529,NE-monsoon,0.4,0.833,0.027,0.0,0.066,0.04,0.0,0.584,0.305,2024-10-14
South-East,94,43,0.604,NE-monsoon,0.6,0.898,0.021,0.0,0.0,0.049,0.013,0.55,0.395,2024-10-21
South-East,95,44,0.654,NE-monsoon,0.6,0.931,0.0,0.0,0.05,0.053,0.0,0.522,0.438,2024-10-28
South-East,96,45,0.849,NE-monsoon,0.6,0.927,0.0,0.0,0.0,0.099,0.0,0.495,0.469,2024-11-04
South-East,97,46,0.67,NE-monsoon,0.0,0.851,0.02,0.018,0.012,0.164,0.001,0.431,0.501,2024-11-11
South-East,98,47,0.643,NE-monsoon,0.0,0.813,0.045,0.017,0.025,0.163,0.0,0.352,0.461,2024-11-18
South-East,99,48,0.581,NE-monsoon,0.0,0.741,0.0,0.0,0.0,0.307,0.0,0.255,0.449,2024-11-25
South-East,100,49,0.445,NE-monsoon,0.0,0.636,0.0,0.0,0.0,0.269,0.024,0.205,0.403,2024-12-02
South-East,101,50,0.444,NE-monsoon,0.0,0.534,0.0,0.043,0.016,0.412,0.0,0.179,0.348,2024-12-09
South-East,102,51,0.438,dry,0.6,0.452,0.0,0.024,0.0,0.392,0.005,0.088,0.201,2024-12-16
South-East,103,52,0.229,dry,0.6,0.387,0.0,0.02,0.04,0.46,0.0,0.125,0.159,2024-12-23
South-East,104,1,-0.079,winter,1.0,0.273,0.0,0.0,0.032,0.481,0.0,0.015,0.117,2024-12-30
South-East,105,2,0.003,winter,1.0,0.216,0.034,0.0,0.052,0.515,0.0,0.034,0.043,2025-01-06
South-East,106,3,-0.039,winter,1.0,0.192,0.011,0.046,0.043,0.502,0.0,0.048,0.0,2025-01-13
South-East,107,4,0.094,winter,0.0,0.147,0.036,0.0,0.061,0.478,0.0,0.002,0.0,2025-01-20
South-East,108,5,-0.047,winter,0.0,0.071,0.0,0.071,0.066,0.383,0.001,0.034,0.016,2025-01-27
South-East,109,6,0.01,winter,0.0,0.057,0.007,0.0,0.107,0.337,0.0,0.0,0.025,2025-02-03
South-East,110,7,0.069,winter,0.0,0.033,0.044,0.0,0.107,0.309,0.0,0.0,0.0,2025-02-10
South-East,111,8,-0.132,winter,0.0,0.012,0.01,0.0,0.132,0.242,0.0,0.0,0.0,2025-02-17
South-East,112,9,-0.026,summer,0.0,0.03,0.02,0.0,0.16,0.205,0.0,0.009,0.019,2025-02-24
South-East,113,10,0.011,summer,0.0,0.035,0.0,0.0,0.23,0.122,0.0,0.0,0.027,2025-03-03
South-East,114,11,0.068,summer,0.3,0.041,0.043,0.0,0.206,0.12,0.0,0.0,0.018,2025-03-10
South-East,115,12,0.025,summer,0.3,0.012,0.023,0.022,0.264,0.076,0.0,0.001,0.0,2025-03-17
South-East,116,13,-0.053,summer,0.4,0.019,0.0,0.019,0.34,0.03,0.0,0.024,0.035,2025-03-24
South-East,117,14,0.04,summer,0.4,0.0,0.063,0.0,0.363,0.067,0.0,0.01,0.0,2025-03-31
South-East,118,15,-0.04,summer,0.4,0.0,0.0,0.024,0.376,0.019,0.0,0.401,0.0,2025-04-07
South-East,119,16,0.008,summer,0.0,0.0,0.048,0.0,0.431,0.053,0.0,0.0,0.004,2025-04-14
South-East,120,17,0.084,summer,0.0,0.0,0.108,0.006,0.509,0.0,0.022,0.0,0.006,2025-04-21
South-East,121,18,0.103,summer,0.0,0.001,0.13,0.0,0.519,0.0,0.443,0.01,0.0,2025-04-28
South-East,122,19,0.067,summer,0.0,0.047,0.166,0.0,0.574,0.0,0.0,0.0,0.03,2025-05-05
South-East,123,20,0.109,summer,0.0,0.03,0.185,0.005,0.594,0.0,0.029,0.017,0.014,2025-05-12
South-East,124,21,0.226,dry,0.0,0.0,0.24,0.036,0.577,0.004,0.007,0.0,0.0,2025-05-19
South-East,125,22,0.298,SW-brief,0.0,0.032,0.324,0.026,0.6,0.007,0.0,0.0,0.0,2025-05-26
South-East,126,23,0.144,SW-brief,0.3,0.066,0.298,0.0,0.573,0.0,0.013,0.0,0.0,2025-06-02
South-East,127,24,0.253,SW-brief,0.3,0.0,0.34,0.0,0.611,0.016,0.014,0.0,0.019,2025-06-09
South-East,128,25,0.281,SW-brief,0.3,0.046,0.382,0.026,0.555,0.008,0.481,0.036,0.411,2025-06-16
South-East,129,26,0.326,SW-brief,0.0,0.026,0.387,0.0,0.48,0.0,0.526,0.0,0.005,2025-06-23
South-East,130,27,0.185,dry,0.0,0.021,0.372,0.001,0.53,0.0,0.049,0.0,0.0,2025-06-30
South-East,131,28,0.139,dry,0.0,0.064,0.407,0.009,0.461,0.018,0.013,0.033,0.0,2025-07-07
South-East,132,29,0.057,dry,0.0,0.001,0.306,0.0,0.415,0.0,0.032,0.031,0.011,2025-07-14
South-East,133,30,0.024,dry,0.0,0.095,0.301,0.0,0.36,0.0,0.01,0.008,0.0,2025-07-21
South-East,134,31,-0.022,dry,0.0,0.096,0.246,0.049,0.314,0.034,0.037,0.04,0.008,2025-07-28
South-East,135,32,-0.002,dry,0.0,0.135,0.204,0.017,0.3,0.024,0.067,0.079,0.0,2025-08-04
South-East,136,33,0.043,dry,0.0,0.15,0.115,0.0,0.202,0.0,0.335,0.144,0.006,2025-08-11
South-East,137,34,0.089,dry,0.2,0.236,0.144,0.0,0.194,0.0,0.0,0.188,0.003,2025-08-18
South-East,138,35,0.047,dry,0.2,0.323,0.04,0.0,0.176,0.007,0.007,0.193,0.0,2025-08-25
South-East,139,36,0.133,dry,0.3,0.334,0.032,0.0,0.145,0.021,0.0,0.291,0.0,2025-09-01
South-East,140,37,0.273,dry,0.3,0.475,0.071,0.0,0.089,0.029,0.0,0.365,0.01,2025-09-08
South-East,141,38,0.257,dry,0.3,0.557,0.019,0.02,0.102,0.0,0.0,0.424,0.042,2025-09-15
South-East,142,39,0.421,dry,0.0,0.619,0.066,0.0,0.046,0.017,0.0,0.477,0.114,2025-09-22
South-East,143,40,0.438,dry,0.0,1.134,0.0,0.047,0.006,0.0,0.0,0.541,0.129,2025-09-29
South-East,144,41,0.561,dry,0.4,0.847,0.025,0.0,0.002,0.007,0.003,0.559,0.223,2025-10-06
South-East,145,42,0.639,NE-monsoon,0.4,0.867,0.009,0.014,0.036,0.027,0.0,0.575,0.314,2025-10-13
South-East,146,43,0.701,NE-monsoon,0.6,0.868,0.0,0.048,0.0,0.076,0.029,0.595,0.427,2025-10-20
South-East,147,44,0.694,NE-monsoon,0.6,0.892,0.388,0.0,0.029,0.084,0.011,0.584,0.424,2025-10-27
South-East,148,45,0.774,NE-monsoon,0.6,0.945,0.012,0.032,0.033,0.112,0.0,0.471,0.474,2025-11-03
South-East,149,46,0.67,NE-monsoon,0.0,0.865,0.0,0.022,0.0,0.121,0.0,0.452,0.539,2025-11-10
South-East,150,47,0.719,NE-monsoon,0.0,0.808,0.0,0.0,0.043,0.199,0.028,0.377,0.485,2025-11-17
South-East,151,48,0.719,NE-monsoon,0.0,0.698,0.0,0.0,0.0,0.235,0.0,0.271,0.425,2025-11-24
South-East,152,49,0.532,NE-monsoon,0.0,0.649,0.028,0.011,0.0,0.317,0.0,0.236,0.403,2025-12-01
South-East,153,50,0.369,NE-monsoon,0.0,0.559,0.0,0.007,0.0,0.362,0.0,0.159,0.349,2025-12-08
